Feature.ID	ST3_Total_Exon_Reads_fwd_RNA.Seq	SB3_Total_Exon_Reads_fwd_RNA.Seq	SC3_Total_Exon_Reads_fwd_RNA.Seq	SL3_Total_Exon_Reads_fwd_RNA.Seq	SC4_Total_Exon_Reads_fwd_RNA.Seq	SL4_Total_Exon_Reads_fwd_RNA.Seq	ST4_Total_Exon_Reads_fwd_RNA.Seq	SB4_Total_Exon_Reads_fwd_RNA.Seq	SC2_Total_Exon_Reads_fwd_RNA.Seq	SL2_Total_Exon_Reads_fwd_RNA.Seq	SB2_Total_Exon_Reads_fwd_RNA.Seq	ST2_Total_Exon_Reads_fwd_RNA.Seq	SC1_Total_Exon_Reads_fwd_RNA.Seq	SL1_Total_Exon_Reads_fwd_RNA.Seq	SB1_Total_Exon_Reads_fwd_RNA.Seq	ST1_Total_Exon_Reads_fwd_RNA.Seq
RBM28	49	137	131	87	407	72	145	1	208	0	231	249	90	36	284	131
RBM3	179	857	546	321	1919	697	827	36	2503	29	633	1238	646	58	1517	750
RBM33	331	841	843	574	1492	789	1322	331	649	54	1559	1747	1020	227	1576	1195
RBM34	76	171	173	59	335	73	178	3	323	2	186	317	163	42	513	183
RBM38	26	33	32	72	63	98	140	26	98	2	49	134	58	5	182	57
RBM39	414	1199	1273	547	1375	629	1240	59	2012	35	1693	2464	1107	226	2623	1464
RBM4	112	366	274	70	161	222	566	152	283	5	447	752	148	39	1055	421
RBM41	117	260	251	105	856	283	579	98	210	7	477	474	361	44	990	292
RBM42	7	55	68	46	46	121	34	3	98	0	48	45	37	8	580	21
RBM43	23	42	33	34	129	58	68	109	169	0	114	197	57	23	299	82
RBM44	17	26	8	3	12	0	30	0	5	1	15	38	10	17	35	16
RBM45	22	28	23	14	21	0	27	0	17	3	69	138	44	16	90	58
RBM46	8	0	2	6	0	0	10	0	9	0	0	0	2	13	0	1
RBM47	71	530	722	972	614	520	217	205	585	87	468	507	1085	203	1030	417
RBM48	41	79	63	26	26	1	71	3	167	2	103	147	74	22	220	90
RBM4B	24	37	33	16	6	7	40	5	71	16	40	76	24	15	133	34
RBM5	278	694	493	287	589	512	1165	144	606	33	895	1712	523	129	1202	921
RBM6	419	989	595	303	1753	1160	2720	262	404	15	995	1540	333	81	1438	868
RBM7	28	154	142	75	259	40	69	54	210	0	63	165	83	41	241	120
RBM8A	130	495	353	270	1047	590	601	302	1186	52	1508	835	573	101	1062	543
RBMS1	151	1071	336	185	310	789	335	77	864	57	746	743	227	79	2241	511
RBMS2	94	640	388	75	898	132	166	11	1015	4	210	324	542	50	1464	231
RBMS3	83	362	113	82	103	209	113	63	864	18	55	394	140	45	96	207
RBMX	269	643	553	220	1143	300	1078	48	1802	34	1528	1669	867	77	1903	1010
RBMX2	23	79	47	25	230	20	56	1	103	1	110	120	94	10	210	65
RBMXL1	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	4
RBMXL2	6	0	1	0	3	0	8	0	1	0	2	1	0	6	0	1
RBMXL3	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0
RBMY1A1	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0
RBMY1B	0	0	0	0	0	0	1	0	0	0	0	0	0	10	2	0
RBMY1D	0	0	0	0	0	0	1	0	0	0	0	0	0	11	1	0
RBMY1E	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
RBMY1F	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
RBMY1J	0	0	0	0	0	0	2	0	0	0	0	0	1	19	1	0
RBP1	7	46	11	65	112	184	2	32	192	35	10	7	18	22	7	12
RBP2	2	1	20	0	6	0	1	0	2	0	1	0	0	0	0	0
RBP3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
RBP4	36	21	194	8285	110	3258	31	390	265	1358	4	14	1128	2509	16	21
RBP5	19	5	14	245	5	197	54	55	41	57	9	91	65	109	8	26
RBP7	0	30	1	4	0	1	8	1	37	0	2	5	4	3	62	8
RBPJ	194	641	431	187	633	247	440	59	837	12	633	1041	573	100	3817	661
RBPJL	2	0	0	1	0	0	2	0	0	0	0	0	1	6	2	0
RBPMS	32	173	143	218	161	298	57	34	216	42	78	113	142	54	83	76
RBPMS2	3	5	4	19	6	13	4	31	13	2	0	4	2	8	8	1
RBX1	23	50	44	32	19	19	38	68	221	46	54	99	42	6	157	53
RC3H1	313	1313	797	508	745	495	1226	154	947	69	1237	1799	1011	234	1662	1208
RC3H2	116	440	328	204	645	219	539	12	508	13	387	776	448	95	1146	463
RCAN1	32	558	143	459	203	528	30	42	1100	57	274	76	227	158	266	76
RCAN2	39	110	37	75	99	119	38	1	75	0	32	148	27	19	81	93
RCAN3	95	170	126	25	292	81	267	9	442	10	568	487	123	17	533	395
RCBTB1	63	97	303	86	157	46	149	2	391	92	327	229	123	41	819	158
RCBTB2	56	130	47	24	31	18	82	48	246	0	100	200	70	23	64	125
RCC1	63	217	91	104	243	211	318	129	440	26	626	265	140	30	685	221
RCC2	142	677	690	221	637	335	633	26	1253	54	922	693	452	72	2286	525
RCCD1	11	31	26	21	21	17	87	24	24	2	149	74	78	5	240	56
RCE1	9	33	28	11	33	5	24	0	120	2	34	29	23	3	220	20
RCHY1	49	105	81	66	143	69	155	4	88	2	143	357	143	35	386	234
RCL1	33	83	48	152	56	163	64	132	108	24	129	134	98	85	264	95
RCN1	72	732	1040	613	1788	312	153	14	1894	59	925	253	408	89	2038	215
RCN2	41	201	113	40	126	5	84	1	435	2	535	203	235	17	587	204
RCN3	4	119	69	23	73	68	19	54	284	0	18	15	32	5	160	9
RCOR1	91	1132	249	221	266	162	331	28	251	13	291	557	503	76	1609	435
RCOR2	2	3	0	1	1	0	3	0	0	0	1	1	6	2	38	2
RCOR3	88	241	217	84	335	179	367	9	271	6	221	544	236	34	435	295
RCSD1	108	47	23	20	54	47	407	1	203	44	69	507	43	24	65	472
RCVRN	2	1	0	0	0	0	0	0	0	0	1	1	1	2	6	0
RD3	3	1	0	2	0	1	3	0	0	0	0	0	0	7	0	1
RD3L	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
RDBP	21	80	86	31	145	63	45	0	273	5	55	71	67	11	983	36
RDH10	35	190	204	448	309	121	95	128	1182	40	197	153	800	194	656	110
RDH11	70	287	165	400	419	139	192	5	310	55	263	273	449	116	849	220
RDH12	9	206	1	6	0	0	2	0	8	0	0	3	3	8	8	8
RDH13	10	86	29	11	66	19	29	2	51	11	66	49	50	7	86	18
RDH14	4	61	61	77	55	49	33	1	142	2	41	111	63	10	264	62
RDH16	7	10	10	1304	0	236	8	139	4	76	5	7	183	436	9	7
RDH5	7	5	16	88	1	26	7	0	0	2	7	9	22	44	14	6
RDH8	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0
RDM1	8	2	10	0	7	0	13	0	1	0	32	12	6	13	12	7
RDX	149	671	188	978	476	733	230	114	926	107	230	545	341	202	1381	400
REC8	13	37	15	5	18	20	35	0	46	0	12	28	15	7	80	15
RECK	39	307	41	26	3	61	54	2	237	0	45	175	33	40	119	103
RECQL	106	254	241	92	217	228	305	113	653	19	375	675	233	54	771	413
RECQL4	9	17	20	8	37	1	36	19	35	0	62	17	14	0	107	17
RECQL5	26	75	32	44	76	67	137	15	152	3	178	127	101	24	186	92
REEP1	25	27	477	6	34	1	15	22	28	0	18	20	3	17	0	12
REEP2	2	5	3	0	0	0	3	0	45	0	1	3	1	3	9	5
REEP3	110	683	413	269	408	199	198	136	658	59	378	417	923	121	1765	385
REEP4	8	104	36	15	19	29	30	1	78	0	100	39	13	3	135	24
REEP5	121	660	365	576	756	385	513	82	982	83	727	1028	971	211	1280	675
REEP6	1	6	17	341	41	207	6	0	22	34	47	1	41	49	15	0
REG1A	4	0	600	1	0	21	12	0	10	0	1	0	1	8	1	0
REG1B	4	0	338	0	0	0	4	0	2	0	0	0	0	5	0	0
REG3A	2	0	165	1	0	20	7	0	1	0	0	0	2	8	0	0
REG3G	0	0	4	0	0	0	0	30	0	0	0	0	0	5	0	0
REG4	12	0	4	1	12	0	3	0	0	0	0	0	1305	12	1	3
REL	124	423	138	99	304	90	729	207	467	3	339	796	147	30	289	418
RELA	44	171	138	183	210	212	152	36	409	6	144	189	112	39	888	119
RELB	21	58	58	67	47	76	119	3	86	13	66	110	40	14	196	86
RELL1	46	495	172	93	337	271	160	55	758	28	186	335	340	42	1237	257
RELL2	5	19	12	3	27	33	36	0	0	1	34	24	5	2	16	19
RELN	64	197	122	795	135	681	46	20	1248	38	6	55	452	349	11	41
RELT	47	125	39	26	20	174	410	2	47	12	72	225	33	13	341	114
REM1	4	15	1	2	1	0	9	1	43	0	5	9	1	6	0	0
REM2	1	7	1	1	2	4	7	0	0	1	4	8	2	7	1	4
REN	3	0	10	1	0	0	0	0	0	0	0	2	0	4	0	1
RENBP	5	5	23	2	12	5	8	8	64	0	13	24	11	1	49	7
REP15	2	10	11	12	0	0	2	0	0	0	9	6	6	5	3	5
REPIN1	45	61	208	153	509	150	246	69	173	14	283	193	277	46	346	102
REPS1	95	275	246	131	290	34	209	4	315	1	195	432	264	65	377	288
REPS2	44	60	310	225	719	59	27	7	191	15	495	86	321	108	361	50
RER1	53	291	293	329	223	158	200	79	596	27	542	344	261	110	945	275
RERE	199	613	1499	207	1069	433	803	230	1031	27	920	1192	558	111	889	697
RERG	13	100	8	6	18	38	15	2	109	25	15	29	12	19	54	16
RERGL	10	1	0	1	0	0	0	0	8	0	1	7	1	7	0	2
RESP18	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
REST	258	642	587	360	1014	470	933	63	955	30	721	1628	811	133	1989	1019
RET	10	14	0	47	43	48	10	0	1	0	4	18	2	19	24	6
RETN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RETNLB	0	0	21	1	2	0	2	0	0	0	0	0	0	0	0	0
RETSAT	39	153	316	660	364	294	115	5	306	56	250	154	467	136	1236	137
REV1	102	522	262	235	363	62	309	35	266	2	536	658	329	81	1005	379
REV3L	274	1867	438	296	455	181	774	429	592	16	620	1354	465	145	1388	734
REXO1	19	118	35	66	90	88	98	34	40	11	93	99	58	13	292	42
REXO1L1	339	2	49	71	38	88	111	189	96	0	0	4	42	577	0	3
REXO2	27	228	221	72	210	184	50	9	467	1	131	194	86	24	596	95
REXO4	30	78	84	63	160	33	114	2	240	1	110	126	83	14	348	72
RFC1	160	386	232	210	608	251	551	49	545	10	366	780	370	115	1368	469
RFC2	21	45	50	52	92	2	60	2	195	11	38	71	37	15	285	52
RFC3	34	63	100	20	181	2	113	0	166	0	183	187	65	21	406	100
RFC4	21	38	47	15	49	25	52	1	157	28	164	128	50	17	436	64
RFC5	25	65	90	30	51	22	103	72	124	0	288	139	63	27	377	90
RFESD	9	7	0	1	4	0	12	76	0	0	14	28	4	10	13	16
RFFL	48	236	320	662	241	83	34	49	459	20	367	402	314	114	767	311
RFK	36	71	179	71	155	118	39	2	382	14	168	201	402	35	333	99
RFNG	2	17	17	58	29	28	27	1	22	0	14	19	26	21	87	8
RFPL1	2	0	0	1	0	0	1	0	0	0	0	0	1	7	0	0
RFPL2	3	0	0	2	2	6	5	10	1	0	3	1	0	8	0	2
RFPL3	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
RFPL4A	3	0	0	0	0	0	1	0	0	0	2	0	0	8	0	0
RFPL4B	5	0	0	2	0	0	0	0	0	0	0	1	0	8	9	0
RFT1	46	61	78	52	105	71	186	6	149	0	220	256	94	55	402	171
RFTN1	137	150	88	125	50	216	897	6	439	11	107	566	106	40	381	395
RFTN2	25	97	15	4	14	0	15	0	166	0	16	68	21	15	45	29
RFWD2	90	319	287	153	366	84	237	8	530	20	866	613	375	47	665	371
RFWD3	69	194	267	63	448	75	364	95	313	3	527	388	299	36	840	265
RFX1	13	41	27	31	31	47	37	3	80	5	43	34	17	7	158	28
RFX2	4	96	20	88	23	67	26	11	53	43	8	23	27	22	50	13
RFX3	54	108	86	24	109	53	159	74	155	11	57	247	83	37	149	143
RFX4	18	0	9	1	6	0	3	50	0	0	0	0	1	30	0	1
RFX5	108	185	120	66	229	238	760	23	267	1	498	682	126	30	840	458
RFX6	12	4	1	3	0	0	14	29	0	0	0	1	1	20	8	0
RFX7	215	522	195	78	310	64	740	5	384	13	961	964	294	59	902	622
RFX8	7	22	3	2	0	0	17	0	0	0	7	10	0	9	22	3
RFXANK	7	22	41	18	28	11	33	0	327	2	50	38	17	5	147	27
RFXAP	42	35	51	11	116	15	81	17	85	6	120	164	46	11	90	84
RGAG1	12	2	4	2	15	19	1	35	5	0	4	0	2	4	5	0
RGAG4	8	40	12	75	53	10	20	1	30	13	11	24	21	10	21	19
RGCC	11	278	59	32	32	34	12	0	187	66	19	64	30	9	76	30
RGL1	73	220	67	113	119	235	134	56	587	39	139	409	143	55	250	235
RGL2	40	147	108	63	88	88	243	20	289	1	180	235	249	30	1100	142
RGL3	10	27	41	41	180	191	19	114	117	1	11	8	52	12	147	3
RGL4	9	4	2	0	6	1	30	0	20	0	6	34	4	7	7	22
RGMA	10	50	8	1	3	2	31	0	81	0	8	51	4	4	40	31
RGMB	39	181	381	49	633	103	102	16	596	1	218	176	111	30	202	119
RGN	13	15	38	417	31	434	16	0	31	65	5	11	132	252	2	3
RGP1	16	54	67	34	143	18	78	3	109	6	62	91	85	12	372	68
RGPD1	50	56	8	64	4	26	87	20	19	0	40	77	16	41	18	45
RGPD2	146	613	215	220	372	164	483	187	218	20	369	346	165	157	93	255
RGPD3	38	45	28	23	66	33	68	2	15	1	26	31	18	51	54	22
RGPD4	34	42	27	28	39	4	55	2	33	2	25	4	38	65	3	12
RGPD5	14	34	65	15	6	10	15	1	24	0	36	81	37	20	117	33
RGPD6	14	121	34	15	35	14	73	1	69	0	41	66	40	14	55	43
RGPD8	259	692	687	376	387	379	511	35	547	14	636	1357	606	225	1701	685
RGR	14	0	6	3	3	3	10	3	21	0	0	1	3	14	0	0
RGS1	85	717	193	56	465	389	225	52	1580	19	143	459	263	27	492	917
RGS10	55	76	10	8	154	4	157	1	207	12	157	290	47	11	379	180
RGS11	3	27	5	6	14	42	4	48	25	0	39	4	10	1	1	1
RGS12	28	388	112	64	152	144	132	51	122	12	247	117	57	31	224	89
RGS13	52	17	1	1	0	0	341	0	22	2	7	144	4	11	7	98
RGS14	23	21	13	76	13	73	47	0	65	9	24	64	45	24	67	33
RGS16	14	118	115	37	162	107	68	20	776	6	54	40	28	12	167	21
RGS17	7	22	3	0	3	0	5	0	26	0	4	2	11	9	12	0
RGS18	16	1	6	3	0	12	9	0	16	0	5	68	8	8	12	46
RGS19	16	16	11	6	17	5	76	4	70	20	40	84	14	5	120	40
RGS2	30	363	98	65	84	105	15	2	866	18	50	59	138	24	102	51
RGS20	7	25	1	1	0	1	1	0	0	0	2	0	4	8	56	4
RGS21	4	0	1	1	0	0	7	0	0	0	0	0	2	10	0	0
RGS22	26	30	7	5	28	1	9	0	87	0	5	11	8	37	5	6
RGS3	19	133	148	122	97	240	132	58	472	17	112	108	139	46	335	47
RGS4	14	45	57	9	25	58	19	1	243	14	7	6	48	29	308	3
RGS5	232	1190	725	231	740	627	596	83	5304	61	628	1210	517	116	270	796
RGS6	14	5	6	8	33	0	19	0	36	0	42	17	123	25	67	7
RGS7	14	1	6	7	0	0	8	0	0	0	0	9	1	16	5	3
RGS7BP	20	9	21	5	8	10	9	12	31	4	6	10	23	25	1	5
RGS8	7	0	2	0	0	0	9	35	1	0	0	0	0	9	0	0
RGS9	11	20	0	16	0	1	83	11	16	0	5	71	14	12	11	27
RGS9BP	0	0	3	1	13	0	1	6	0	0	3	1	1	0	14	0
RGSL1	25	7	10	6	0	0	3	0	0	0	0	2	3	25	6	0
RHAG	8	0	2	0	1	1	8	0	0	0	0	0	3	12	0	0
RHBDD1	96	204	141	148	163	63	311	17	344	1	308	547	209	56	373	280
RHBDD2	11	38	48	39	61	40	40	1	164	15	65	61	98	15	181	28
RHBDD3	1	7	12	19	9	2	15	5	16	0	6	9	9	7	50	11
RHBDF1	10	88	51	23	93	33	24	20	130	2	35	19	83	8	319	20
RHBDF2	26	100	26	19	116	116	218	7	127	5	66	184	93	4	266	101
RHBDL1	0	0	4	0	6	0	0	0	9	0	4	0	2	1	1	0
RHBDL2	10	57	62	2	19	7	21	1	91	0	167	41	32	16	141	29
RHBDL3	3	16	2	3	7	3	7	25	0	0	2	1	1	9	1	5
RHBG	3	4	0	11	1	0	3	7	1	0	6	1	5	14	0	0
RHCE	3	0	4	4	0	0	3	0	0	0	4	3	1	5	2	1
RHCG	51	3780	4	2	2	23	212	63	1	0	1	896	7	5	48	794
RHD	7	3	2	1	8	3	7	0	10	0	8	0	0	11	0	4
RHEB	40	237	325	209	420	14	86	6	681	1	382	199	377	59	1230	129
RHEBL1	3	4	4	0	0	0	2	0	17	0	6	6	2	3	8	5
RHNO1	32	62	75	23	50	3	97	19	58	7	136	133	120	18	220	101
RHO	0	0	0	0	2	0	9	0	1	0	0	0	0	4	0	0
RHOA	326	1673	1603	844	1124	437	1095	106	5599	170	1943	2224	1214	190	5286	1486
RHOB	55	1275	456	1817	782	3274	78	285	1374	442	560	148	548	303	878	172
RHOBTB1	22	227	681	87	239	32	35	1	232	28	116	58	244	51	276	32
RHOBTB2	26	80	63	22	56	5	333	65	90	2	68	289	32	11	311	149
RHOBTB3	51	542	249	312	414	273	48	66	769	22	242	189	761	158	2707	117
RHOC	25	123	211	220	132	148	38	38	1228	54	140	92	328	38	961	45
RHOD	1	88	8	57	4	95	2	27	33	11	1	16	27	9	411	7
RHOF	23	21	78	12	49	45	128	0	46	3	21	134	62	3	778	78
RHOG	7	44	16	27	44	64	76	2	106	0	38	47	18	5	144	32
RHOH	60	43	6	7	6	98	299	7	51	6	42	351	10	6	37	256
RHOJ	27	130	42	15	68	111	38	20	286	0	15	56	48	20	35	33
RHOQ	156	771	474	187	522	385	664	117	801	26	786	1161	426	32	1319	650
RHOT1	111	269	206	115	342	172	216	5	463	5	356	550	203	66	653	288
RHOT2	19	47	43	41	42	35	92	51	105	10	92	84	57	6	266	26
RHOU	21	80	204	483	327	305	24	94	355	56	467	81	435	117	99	51
RHOV	9	131	7	0	2	0	66	2	11	0	202	83	11	1	100	71
RHOXF1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RHOXF2	6	0	3	3	0	1	1	0	0	0	0	0	1	4	0	0
RHOXF2B	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
RHPN1	5	5	25	1	28	31	28	2	55	0	73	12	25	1	38	15
RHPN2	22	22	541	195	264	89	23	2	476	21	46	22	217	45	416	26
RIBC1	13	10	3	1	54	0	6	109	8	0	2	9	7	5	2	2
RIBC2	1	9	6	0	0	3	11	0	0	0	10	4	4	1	50	0
RIC3	41	25	3	11	15	24	179	3	0	0	26	296	14	34	5	130
RIC8A	35	184	109	107	167	68	137	6	355	29	165	186	97	35	1336	118
RIC8B	49	94	89	190	137	204	95	3	243	9	171	232	278	60	298	132
RICTOR	331	859	920	392	666	282	929	108	727	18	677	2221	943	182	3287	1370
RIF1	382	1277	1134	480	2226	565	1047	444	1597	56	1777	1996	1124	178	4395	1114
RIIAD1	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0
RILP	1	10	29	44	13	20	6	1	12	0	2	7	7	6	38	6
RILPL1	5	80	31	15	5	24	15	0	102	1	27	31	16	11	121	19
RILPL2	16	39	27	39	130	77	63	77	220	9	27	94	15	8	84	45
RIMBP2	14	27	5	5	7	0	5	0	51	0	2	8	26	24	8	6
RIMBP3	8	2	1	0	1	0	11	13	1	0	2	25	1	0	6	15
RIMBP3B	1	1	2	0	1	0	4	12	5	0	4	1	0	1	2	2
RIMBP3C	1	1	1	2	0	0	5	18	0	0	1	5	1	0	2	6
RIMKLA	25	3	63	11	64	7	8	1	20	1	40	3	34	40	0	2
RIMKLB	69	383	154	37	126	87	268	69	170	3	272	307	66	39	943	195
RIMS1	38	4	5	7	0	4	11	0	8	0	0	6	3	53	0	1
RIMS2	52	69	12	7	35	1	17	0	15	0	65	37	8	56	520	0
RIMS3	19	34	33	0	20	0	20	55	4	0	153	79	18	12	73	42
RIMS4	5	7	5	4	0	1	13	4	29	0	22	19	1	2	0	3
RIN1	1	28	13	4	14	10	7	0	11	2	1	6	7	5	40	5
RIN2	49	530	197	89	720	295	113	41	1053	3	410	267	539	40	1704	228
RIN3	18	92	40	97	95	161	107	106	183	1	47	112	55	19	209	67
RING1	23	101	47	72	110	91	67	42	200	24	58	83	41	11	779	27
RINL	19	22	14	9	61	22	151	25	95	1	26	111	28	10	70	81
RINT1	64	104	78	42	78	45	96	115	249	1	154	270	86	39	208	170
RIOK1	55	209	95	74	334	63	126	4	308	33	101	214	73	36	424	140
RIOK2	34	88	60	54	201	109	91	3	293	10	143	233	126	34	244	120
RIOK3	113	1150	344	351	556	343	375	26	921	33	521	824	857	127	1405	475
RIPK1	77	289	186	285	249	239	223	36	353	9	287	366	216	84	1194	236
RIPK2	30	71	85	58	108	31	57	2	215	0	86	110	96	20	734	99
RIPK3	11	27	19	3	51	2	53	5	49	0	15	93	45	2	96	19
RIPK4	14	195	71	316	31	125	21	5	191	14	344	68	66	34	160	50
RIPPLY1	1	0	2	10	0	0	0	0	0	0	0	0	0	4	0	0
RIPPLY2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RIT1	103	456	320	87	454	304	369	33	575	22	289	482	307	46	605	284
RIT2	5	0	1	4	0	0	4	0	0	0	0	0	0	9	0	0
RLBP1	2	0	0	0	8	0	0	1	1	0	0	0	3	3	0	0
RLF	131	599	446	188	290	172	332	82	584	3	639	738	233	99	1104	407
RLIM	256	1103	791	372	1610	701	887	200	1253	34	1121	1402	1051	139	3295	924
RLN1	2	0	1	1	0	0	1	0	0	0	0	6	0	0	0	3
RLN2	4	0	2	0	1	0	0	0	0	0	4	2	0	12	3	1
RLTPR	41	15	4	6	0	0	154	1	71	5	47	135	7	7	35	86
RMI1	37	52	76	28	65	16	161	32	120	0	219	136	51	15	447	98
RMI2	10	22	22	11	21	6	94	2	58	0	212	71	30	6	371	38
RMND1	39	30	65	66	147	108	35	1	129	3	93	124	124	44	234	59
RMND5A	145	877	1240	842	1102	469	401	45	516	45	1010	764	972	327	1455	553
RMND5B	14	59	32	30	23	9	56	54	83	7	91	91	40	6	101	40
RNASE1	17	164	100	10	93	82	5	17	319	0	22	79	137	8	267	51
RNASE10	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
RNASE11	5	0	3	2	0	0	2	0	0	0	0	0	0	9	0	0
RNASE12	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RNASE13	8	0	3	1	0	0	4	1	0	0	0	0	1	7	1	0
RNASE2	4	0	0	0	4	0	1	0	0	0	5	0	0	3	1	0
RNASE3	1	1	1	1	0	0	4	0	1	0	0	0	1	2	4	0
RNASE4	26	139	228	868	175	498	14	1	297	105	24	76	434	226	65	56
RNASE6	23	17	22	5	50	74	47	2	127	4	31	138	31	5	81	63
RNASE7	9	102	31	0	0	0	4	0	0	0	0	65	0	6	36	36
RNASE8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNASE9	1	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0
RNASEH1	28	108	94	83	119	167	73	9	191	17	244	159	123	26	542	96
RNASEH2A	10	23	17	9	14	1	4	2	141	0	92	23	11	5	298	21
RNASEH2B	58	84	179	19	196	64	185	4	487	0	141	425	78	28	499	250
RNASEH2C	13	45	22	38	71	36	120	22	148	0	60	97	24	17	127	51
RNASEK	6	42	50	72	67	56	33	6	232	1	31	57	32	5	122	39
RNASEL	57	141	87	21	116	27	132	2	129	1	242	276	154	23	348	165
RNASET2	98	58	194	59	449	98	247	3	366	17	234	501	149	17	265	336
RND1	5	37	23	326	54	712	12	4	79	51	7	7	39	51	3	5
RND2	12	5	8	25	32	10	11	0	8	0	2	2	3	19	23	3
RND3	71	3847	341	667	464	785	133	20	680	104	255	421	381	72	2959	520
RNF10	132	630	624	573	438	579	365	269	981	40	536	731	560	132	1469	457
RNF103	4	145	73	121	78	4	28	0	34	1	99	94	227	25	118	64
RNF103-CHMP3	117	443	597	164	541	142	355	189	799	15	917	571	838	62	1872	338
RNF11	101	1194	656	387	280	239	205	33	690	35	415	512	384	123	1324	472
RNF111	124	347	139	169	206	177	451	133	356	17	390	619	332	72	735	369
RNF112	1	13	4	2	12	0	6	0	19	0	6	1	5	3	13	2
RNF113A	10	11	33	13	77	10	30	0	150	5	24	43	19	6	74	30
RNF113B	2	0	0	4	0	0	2	0	0	0	0	0	1	3	0	0
RNF114	50	192	488	226	576	202	196	164	635	8	312	343	434	63	832	212
RNF115	64	152	143	166	92	75	92	9	216	10	146	288	149	44	232	167
RNF121	41	138	126	72	92	42	132	1	170	27	109	158	110	27	890	92
RNF122	10	71	38	14	16	18	50	17	86	5	22	44	12	7	42	42
RNF123	28	113	105	203	50	191	125	4	159	6	136	132	105	69	328	95
RNF125	79	138	86	180	13	113	190	0	81	9	73	358	139	77	59	230
RNF126	12	39	37	51	56	81	49	69	95	0	30	54	16	6	146	21
RNF128	20	25	292	427	294	76	2	117	190	19	662	10	471	126	17	6
RNF13	51	227	283	276	434	198	195	2	611	16	383	509	441	71	1234	320
RNF130	21	131	160	412	173	173	49	11	456	22	192	183	344	158	441	115
RNF135	18	52	62	11	69	20	47	18	127	1	108	94	59	17	265	44
RNF138	56	216	119	87	86	83	228	19	338	0	167	422	191	31	313	297
RNF139	59	220	80	130	144	98	98	25	131	28	109	366	253	80	498	222
RNF14	80	149	209	172	308	105	120	103	453	9	267	433	410	99	499	292
RNF141	83	550	110	157	371	154	255	47	600	3	215	568	209	53	590	438
RNF144A	80	268	90	9	134	79	156	1	648	16	399	426	55	13	265	315
RNF144B	58	365	38	178	126	279	259	3	123	13	114	314	85	53	740	335
RNF145	136	892	333	215	641	318	631	130	631	16	180	1065	776	75	1056	811
RNF146	65	190	175	119	199	32	162	59	192	32	158	327	171	51	285	195
RNF149	111	700	400	232	528	334	429	7	1068	67	531	796	639	76	1464	528
RNF150	29	152	7	15	14	21	97	153	145	0	19	168	12	22	26	112
RNF151	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
RNF152	7	65	91	167	32	68	31	75	42	0	13	15	49	53	45	17
RNF157	32	9	65	19	30	45	50	106	148	0	35	53	142	25	160	47
RNF165	13	20	7	35	4	90	50	2	1	0	4	35	10	11	166	35
RNF166	39	44	35	49	34	122	154	4	69	2	68	169	20	5	76	81
RNF167	27	120	142	140	117	47	154	8	229	2	78	155	105	49	581	104
RNF168	103	599	254	221	644	393	301	12	324	26	665	613	264	76	1725	355
RNF169	223	849	441	273	783	434	702	244	813	60	673	1095	356	115	2650	757
RNF17	34	4	6	2	0	0	15	0	0	1	3	1	3	37	0	0
RNF170	51	167	185	130	520	23	255	83	358	1	165	328	175	63	265	218
RNF175	7	8	0	5	0	0	9	4	3	0	1	3	1	12	2	3
RNF180	31	65	50	60	50	74	21	0	134	0	45	71	69	27	86	31
RNF181	14	47	66	89	28	78	22	38	348	10	91	65	72	11	370	42
RNF182	7	3	34	0	2	8	0	0	1	0	29	1	2	11	238	2
RNF183	1	0	2	0	1	1	6	0	7	0	0	1	9	6	11	0
RNF185	17	173	104	219	92	137	105	0	242	5	83	171	141	78	273	124
RNF186	2	0	44	0	12	0	0	0	24	0	0	0	2	2	0	0
RNF187	25	236	242	187	206	164	121	14	604	87	182	159	173	25	720	109
RNF19A	256	1241	347	662	874	262	787	146	674	24	1029	1799	683	98	1054	1135
RNF19B	60	325	151	97	180	94	243	41	436	7	189	272	207	34	693	196
RNF2	35	160	136	45	278	51	114	6	559	12	195	246	148	28	841	145
