Feature.ID	B1_Total_Exon_Reads_fwd_RNA.Seq	B2_Total_Exon_Reads_fwd_RNA.Seq	B3_Total_Exon_Reads_fwd_RNA.Seq	B4_Total_Exon_Reads_fwd_RNA.Seq	B5_Total_Exon_Reads_fwd_RNA.Seq	B6_Total_Exon_Reads_fwd_RNA.Seq	B7_Total_Exon_Reads_fwd_RNA.Seq	B8_Total_Exon_Reads_fwd_RNA.Seq	B9_Total_Exon_Reads_fwd_RNA.Seq	B10_Total_Exon_Reads_fwd_RNA.Seq
TOMM20	4174	6047	932	3510	1550	220	1124	536	302	6459
TOMM20L	6	0	3	4	8	1	8	6	0	10
TOMM22	990	1055	432	533	371	76	328	194	101	2450
TOMM34	478	767	94	296	540	26	178	410	82	1149
TOMM40	189	310	138	210	220	16	95	66	31	584
TOMM40L	99	102	212	108	123	16	110	116	37	314
TOMM5	763	1565	334	580	537	104	340	465	115	1351
TOMM6	397	535	165	212	236	24	230	176	33	1064
TOMM7	1019	865	281	369	348	57	389	230	60	1285
TOMM70A	2492	4697	820	1301	1410	143	585	754	192	4405
TONSL	48	207	36	87	110	15	21	91	14	227
TOP1	1701	1108	754	1523	987	60	592	735	234	5012
TOP1MT	551	1703	151	293	214	42	217	49	46	920
TOP2A	1678	2685	938	2265	4209	221	185	5239	269	12765
TOP2B	13864	17586	6667	10701	11001	583	4071	22984	1556	50429
TOP3A	175	145	68	205	241	20	85	383	60	403
TOP3B	110	75	40	168	117	9	83	97	22	265
TOPAZ1	1	0	9	0	0	16	11	16	20	37
TOPBP1	1167	1122	480	931	1869	101	442	1263	157	3337
TOPORS	1195	1115	285	524	576	47	480	503	141	1334
TOR1A	450	388	74	275	201	12	171	166	27	574
TOR1AIP1	1782	1404	702	888	321	73	623	1169	177	5178
TOR1AIP2	7406	4685	1774	2928	1733	237	1399	3364	677	25804
TOR1B	416	423	79	306	193	12	173	152	30	586
TOR2A	44	29	8	14	25	3	20	53	8	48
TOR3A	179	258	94	126	82	5	94	310	17	377
TOR4A	124	119	22	35	46	10	37	10	6	221
TOX	5	8	6	1	3	28	9	18	20	56
TOX2	3	5	3	3	1	13	11	6	12	8
TOX3	1025	487	65	800	1455	19	266	642	150	1177
TOX4	850	617	286	540	258	56	320	335	93	1370
TP53	769	661	347	654	354	18	286	52	119	1403
TP53AIP1	4	2	4	107	5	1	11	9	8	30
TP53BP1	2275	1323	1009	1816	1655	106	1173	1178	494	7770
TP53BP2	934	916	666	881	601	36	446	421	142	2882
TP53I11	80	37	69	132	19	9	75	233	12	76
TP53I13	83	15	36	55	54	4	36	59	20	207
TP53I3	272	278	94	109	148	14	175	212	38	422
TP53INP1	1990	2403	612	618	1001	94	844	397	290	5353
TP53INP2	62	37	43	131	65	16	46	492	23	156
TP53RK	404	391	218	287	386	35	180	240	44	1527
TP53TG3	2	1	3	0	0	4	4	20	12	8
TP53TG3B	0	0	1	1	0	2	6	12	8	12
TP53TG3C	0	0	0	0	0	0	2	1	5	2
TP53TG5	1	0	0	0	2	1	3	2	0	6
TP63	6035	2209	2856	2960	2465	293	2687	153	609	14173
TP73	18	27	56	17	1	7	26	13	14	127
TPBG	295	195	296	228	114	22	206	79	44	605
TPBGL	5	1	4	0	1	4	1	44	6	0
TPCN1	397	349	97	754	259	31	380	211	87	609
TPCN2	76	42	22	143	41	24	64	81	17	106
TPD52	1175	4989	467	823	979	180	445	553	171	1668
TPD52L1	170	140	69	99	67	15	79	19	10	260
TPD52L2	851	679	302	404	541	44	311	193	65	1846
TPD52L3	0	0	9	0	0	8	18	5	19	26
TPGS1	10	12	4	1	7	0	4	6	1	10
TPGS2	817	495	234	295	245	32	315	224	107	1224
TPH1	2	0	7	4	4	9	8	10	14	12
TPH2	2	0	7	1	0	43	16	17	11	24
TPI1	4521	6327	4455	2995	2479	317	1481	1720	649	12155
TPK1	91	100	41	104	42	23	68	25	33	156
TPM1	955	1337	122	633	889	57	214	764	128	2289
TPM2	134	350	56	74	64	9	81	43	31	176
TPM3	5313	8424	2424	2493	6558	224	2269	5903	669	12817
TPM4	5833	5428	3571	2147	3671	170	1038	2025	444	624
TPMT	514	663	159	218	455	31	162	136	68	1542
TPO	1	0	6	0	0	4	8	6	12	12
TPP1	224	83	90	206	53	24	116	70	49	233
TPP2	1928	1812	652	1829	1891	143	963	756	291	6121
TPPP	52	14	7	5	3	10	28	25	8	14
TPPP2	0	1	2	8	1	4	2	3	3	14
TPPP3	5	9	3	5	8	1	0	24	2	7
TPR	10021	9528	4807	4518	5369	438	3147	10040	992	21151
TPRA1	239	311	83	175	155	21	106	140	33	838
TPRG1	18	34	11	50	13	29	24	19	21	91
TPRG1L	582	289	243	282	161	24	167	162	58	890
TPRKB	301	407	101	188	321	16	105	153	27	875
TPRN	87	91	21	64	51	9	39	67	7	221
TPRX1	0	0	1	0	0	1	4	7	3	3
TPSAB1	0	25	1	7	0	1	0	2	3	7
TPSB2	0	28	2	1	0	1	1	3	2	16
TPSD1	0	0	0	0	0	2	3	0	0	1
TPSG1	2	0	0	0	0	1	2	0	1	1
TPST1	159	173	40	111	76	29	50	74	19	112
TPST2	137	217	30	81	74	19	48	32	22	432
TPT1	46155	43045	12009	23106	7049	1502	15231	20047	3419	62330
TPTE	18	1	9	3	10	27	37	394	36	51
TPTE2	11	3	13	6	6	25	27	15	26	40
TPX2	281	412	167	624	1288	40	34	1178	78	1701
TRA2A	950	814	351	888	672	46	539	396	186	1647
TRA2B	1489	2121	624	852	1348	98	648	998	182	4974
TRABD	147	210	74	168	73	10	86	51	32	352
TRABD2A	3	1	2	0	0	6	0	7	4	12
TRABD2B	45	14	4	106	16	13	23	15	26	59
TRADD	96	61	61	78	32	2	63	37	13	234
TRAF1	54	22	18	52	37	7	42	53	20	41
TRAF2	84	68	18	123	65	5	33	83	9	145
TRAF3	702	436	232	524	230	38	297	182	81	984
TRAF3IP1	383	318	87	105	117	30	189	128	55	729
TRAF3IP2	613	382	90	355	149	47	206	68	94	1209
TRAF3IP3	10	28	9	12	2	19	33	9	30	35
TRAF4	319	374	113	445	223	22	223	449	54	1272
TRAF5	437	238	171	200	321	36	229	151	79	224
TRAF6	808	400	252	459	308	59	277	214	80	759
TRAF7	287	334	159	297	113	16	153	107	44	863
TRAFD1	507	895	250	529	400	202	279	271	118	1829
TRAIP	34	46	15	51	99	8	15	79	15	77
TRAK1	9152	7519	1320	5565	4001	156	2574	3814	674	18361
TRAK2	597	1053	206	151	271	84	339	452	113	1555
TRAM1	3228	5168	793	1496	2205	220	1362	2187	398	11548
TRAM1L1	48	1	17	36	3	11	53	14	12	31
TRAM2	178	210	70	244	142	43	111	223	53	936
TRANK1	855	353	254	684	274	70	424	232	138	1620
TRAP1	624	883	451	894	276	25	348	207	69	1343
TRAPPC1	134	139	64	91	39	11	73	58	26	406
TRAPPC10	949	595	297	798	1020	54	587	520	124	1548
TRAPPC11	1548	1177	570	947	951	98	717	607	223	4297
TRAPPC12	354	277	153	205	156	27	191	178	33	829
TRAPPC2	379	316	123	218	244	21	138	193	33	766
TRAPPC2L	195	260	101	91	92	8	88	61	30	404
TRAPPC3	381	452	160	303	253	44	219	262	78	897
TRAPPC4	284	395	117	137	153	13	118	84	26	599
TRAPPC5	182	215	77	92	123	18	76	68	16	500
TRAPPC6A	62	67	35	20	36	6	21	9	7	112
TRAPPC6B	938	755	364	555	345	53	466	396	108	1504
TRAPPC8	1958	1639	716	976	807	89	899	677	209	3917
TRAPPC9	347	425	129	422	187	32	248	258	47	824
TRAT1	0	27	4	3	1	5	5	14	6	29
TRDMT1	103	51	27	63	87	29	80	65	48	227
TRDN	2	0	20	1	1	39	49	25	66	96
TREH	1	9	2	0	1	1	6	0	13	2
TREM1	0	16	8	8	2	9	13	7	18	256
TREM2	5	5	2	1	2	1	14	0	3	0
TREML1	0	0	3	0	1	2	5	3	4	8
TREML2	9	4	7	3	3	15	18	12	15	22
TREML4	0	0	6	1	0	7	6	5	12	5
TRERF1	675	662	539	461	320	54	366	509	118	3497
TREX1	67	68	40	60	69	4	21	40	8	111
TREX2	1	0	1	0	0	0	1	4	0	3
TRH	1	0	3	0	0	4	5	2	3	8
TRHDE	104	145	16	504	146	112	181	330	33	153
TRHR	2	0	2	1	0	13	7	4	11	29
TRIAP1	318	398	195	283	185	25	209	143	48	1454
TRIB1	833	4195	395	687	554	46	246	387	154	1478
TRIB2	647	1355	341	861	80	75	239	80	58	3008
TRIB3	12	70	1	8	41	2	7	57	5	14
TRIL	15	34	2	3	4	6	12	23	12	51
TRIM10	0	0	4	0	0	10	15	5	9	12
TRIM11	152	223	126	176	94	11	69	68	19	489
TRIM13	794	970	560	892	382	68	263	147	99	2667
TRIM14	384	340	197	581	155	26	329	145	58	367
TRIM15	0	0	0	0	0	3	4	4	8	2
TRIM16	295	829	278	980	434	13	260	94	244	4016
TRIM16L	44	48	26	48	98	2	20	28	19	186
TRIM17	20	200	28	41	44	3	8	8	7	65
TRIM2	3471	2907	2527	1188	453	111	1417	570	189	14746
TRIM21	377	338	84	161	88	40	165	45	45	278
TRIM22	255	335	322	368	84	49	1338	44	136	211
TRIM23	397	357	137	193	245	35	189	146	76	730
TRIM24	980	1840	234	2570	1063	86	329	878	201	4729
TRIM25	1036	1062	315	811	555	53	451	383	123	2483
TRIM26	543	445	221	363	274	38	255	234	104	774
TRIM27	1147	2360	523	753	409	65	427	445	93	973
TRIM28	784	712	409	692	566	48	225	385	73	1995
TRIM29	2216	1237	2951	1568	985	82	836	35	251	14385
TRIM3	20	27	21	19	32	18	19	30	11	23
TRIM31	20	53	161	331	15	123	29	28	40	2912
TRIM32	506	365	116	398	388	24	149	210	41	683
TRIM33	3452	2799	1497	1920	2330	187	1565	2219	426	8142
TRIM34	330	299	61	120	57	0	57	19	7	165
TRIM35	420	201	137	182	98	37	203	73	46	639
TRIM36	5	9	14	3	4	16	26	65	24	20
TRIM37	752	690	122	316	1051	54	297	567	111	1975
TRIM38	1971	747	453	2151	1008	82	1107	364	168	2070
TRIM39	287	170	83	159	153	21	117	130	24	262
TRIM39-RPP21	45	15	9	32	5	11	31	8	13	22
TRIM4	1030	647	289	458	338	45	321	206	91	1221
TRIM40	0	0	2	0	0	4	5	2	7	0
TRIM41	251	190	83	135	87	20	73	75	28	212
TRIM42	0	0	3	0	0	7	6	1	11	9
TRIM43	0	0	5	3	1	15	13	25	28	12
TRIM43B	2	0	7	17	0	18	25	15	25	23
TRIM44	1323	912	288	495	689	49	513	334	156	1818
TRIM45	129	71	53	111	178	24	80	123	36	246
TRIM46	2	4	5	0	1	1	9	8	5	15
TRIM47	12	19	20	6	13	5	10	30	2	37
TRIM48	0	0	3	0	0	8	6	6	9	13
TRIM49	0	0	14	2	1	4	6	12	22	24
TRIM49B	0	0	2	5	0	4	8	6	14	6
TRIM49C	2	0	4	2	0	7	9	13	8	19
TRIM49DP	0	0	1	3	0	2	0	2	1	6
TRIM49L1	1	0	12	3	0	6	14	10	23	33
TRIM5	608	653	238	358	316	68	317	131	110	673
TRIM50	1	0	0	0	1	0	4	4	2	7
TRIM51	0	1	6	1	0	10	11	11	19	32
TRIM51GP	0	0	2	0	0	2	7	4	5	11
TRIM52	239	70	71	169	107	16	95	133	22	159
TRIM54	0	0	3	1	0	3	5	1	3	10
TRIM55	0	0	1	0	1	10	13	13	18	27
TRIM56	498	240	137	260	149	19	148	140	39	857
TRIM58	25	1	12	1	1	11	37	9	13	27
TRIM59	503	367	192	235	223	28	154	434	57	977
TRIM6	34	494	5	19	17	3	11	39	3	77
TRIM6-TRIM34	71	34	36	82	65	32	102	63	55	260
TRIM60	8	0	5	0	1	1	10	6	6	18
TRIM61	23	2	6	0	2	11	53	12	12	21
TRIM62	99	110	30	131	45	19	84	63	27	172
TRIM63	2	1	3	3	17	5	8	2	10	26
TRIM64	0	0	1	1	2	0	1	4	1	8
TRIM64B	0	0	7	2	0	9	16	3	14	19
TRIM64C	0	0	4	0	0	7	8	6	6	4
TRIM65	60	131	33	68	145	10	42	80	14	122
TRIM66	281	77	70	225	108	42	148	84	80	193
TRIM67	3	0	8	1	0	13	15	4	26	15
TRIM68	222	164	92	110	106	22	95	90	36	159
TRIM69	7	12	9	2	6	6	11	17	19	33
TRIM7	47	25	164	87	9	27	24	8	15	26
TRIM71	0	0	3	0	0	6	2	2	6	3
TRIM72	1	1	1	0	0	0	2	1	1	0
TRIM73	3	1	1	2	3	1	4	1	1	7
TRIM74	7	1	9	2	4	2	6	3	0	3
TRIM77P	0	0	7	0	0	7	12	18	22	19
TRIM8	1243	976	188	582	348	52	468	332	137	3833
TRIM9	1486	18	17	3	45	15	37	40	36	35
TRIML1	0	0	5	0	0	3	7	5	6	11
TRIML2	0	0	4	0	0	3	7	7	7	18
TRIO	2969	1253	669	1350	1288	128	1265	2681	282	2769
TRIOBP	1103	1029	417	385	295	76	407	399	98	1820
TRIP10	453	258	139	486	289	46	239	153	64	1879
TRIP11	3944	3197	1575	1730	1263	184	1391	1393	346	5882
TRIP12	7288	4214	1475	2121	1327	289	2993	1851	788	15248
TRIP13	42	129	52	134	162	16	23	144	25	316
TRIP4	481	250	155	383	195	23	213	290	92	778
TRIP6	346	390	350	336	145	21	255	69	47	329
TRIQK	1553	2007	338	292	406	52	407	187	95	1844
TRIT1	961	587	289	888	979	27	366	336	103	1805
TRMT1	132	119	68	78	135	11	82	59	12	246
TRMT10A	160	278	64	127	125	18	81	87	37	874
TRMT10B	141	76	47	163	66	18	90	61	29	90
TRMT10C	585	1323	363	482	510	30	271	220	56	2024
TRMT11	434	275	212	320	293	35	280	147	62	689
TRMT112	798	917	315	490	338	39	330	226	80	1962
TRMT12	272	882	71	146	152	34	117	110	37	771
TRMT13	633	327	282	436	410	43	324	467	100	805
TRMT1L	996	961	687	301	294	51	405	682	149	2348
TRMT2A	159	79	49	145	77	11	80	68	21	336
TRMT2B	359	261	128	289	221	24	181	195	34	521
TRMT44	265	110	46	189	139	21	98	32	32	736
TRMT5	490	525	161	216	153	50	217	176	86	1018
TRMT6	429	475	151	245	440	31	188	228	61	495
TRMT61A	43	37	8	33	28	7	19	26	5	63
TRMT61B	195	196	110	136	246	11	132	147	36	712
TRMU	142	127	89	181	88	15	95	93	19	297
TRNAU1AP	216	305	78	120	163	18	109	155	39	392
TRNP1	342	1259	6	75	110	12	256	91	30	619
TRNT1	528	538	230	374	459	35	280	207	72	775
TRO	8	2	3	0	6	6	80	27	9	24
TROAP	17	22	13	87	72	6	9	89	10	97
TROVE2	1820	2402	1127	589	997	130	1076	2916	176	5499
TRPA1	120	116	13	72	14	43	156	53	46	550
TRPC1	480	24	42	20	236	9	128	266	37	281
TRPC3	19	8	8	1	47	14	26	16	27	51
TRPC4	5	18	5	8	8	25	16	24	31	43
TRPC4AP	832	548	342	703	1079	27	395	567	120	2030
TRPC5	3	0	3	0	0	12	9	6	18	24
TRPC5OS	0	0	8	2	1	6	7	5	11	23
TRPC6	27	194	22	25	35	23	38	59	27	101
TRPC7	1	0	6	0	0	12	10	4	16	10
TRPM1	2	1	10	0	1	42	32	5	48	35
TRPM2	7	48	30	89	107	11	26	33	15	13
TRPM3	1	1	9	0	0	16	24	21	49	28
TRPM4	177	493	110	377	60	24	115	163	41	777
TRPM5	6	2	2	1	2	2	9	8	0	1
TRPM6	19	17	17	6	6	29	63	31	62	65
TRPM7	3385	2603	1176	2355	2230	182	1240	2098	575	6649
TRPM8	5	1	7	0	1	20	25	17	33	29
TRPS1	104	114	393	24	27	43	145	76	47	425
TRPT1	219	171	126	92	73	9	80	50	22	279
TRPV1	51	63	22	119	52	7	50	115	25	149
TRPV2	7	6	4	9	10	3	20	4	10	17
TRPV3	50	77	13	129	67	12	101	45	38	504
TRPV4	120	27	60	164	4	6	39	17	16	159
TRPV5	1	3	8	0	0	10	7	6	17	17
TRPV6	8	123	15	6	2	7	9	29	30	51
TRRAP	1588	751	671	1808	894	114	829	1159	280	4041
TRUB1	707	861	466	377	460	55	322	343	115	2284
TRUB2	257	359	64	191	203	6	127	115	21	350
TSACC	1	3	1	1	5	5	5	8	2	2
TSC1	1313	882	159	822	917	58	746	685	178	1668
TSC2	375	206	158	306	96	30	222	186	59	688
TSC22D1	756	2619	745	555	559	192	519	1243	154	2725
TSC22D2	575	379	278	439	336	25	253	484	118	3327
TSC22D3	143	176	201	35	78	15	187	128	21	843
TSC22D4	123	88	55	126	44	6	68	54	11	307
TSEN15	300	386	199	114	252	33	177	431	53	777
TSEN2	480	210	106	514	394	19	294	623	60	510
TSEN34	193	182	135	91	125	16	80	68	16	570
TSEN54	40	47	23	71	98	10	32	50	11	161
TSFM	249	316	137	172	151	19	148	129	35	640
TSG101	629	722	254	371	327	27	241	244	60	712
TSGA10	717	341	133	183	191	22	333	101	65	224
TSGA10IP	7	8	5	0	0	1	2	2	1	4
TSGA13	0	0	4	0	0	7	7	3	15	15
TSHB	0	0	0	0	0	1	2	2	5	3
TSHR	7	0	16	2	0	29	36	14	24	43
TSHZ1	261	301	169	201	52	75	104	64	39	737
TSHZ2	1932	424	375	115	226	46	508	200	53	200
TSHZ3	166	92	47	48	7	11	44	22	19	59
TSKS	0	0	6	1	1	3	7	4	5	3
TSKU	189	124	184	110	38	8	243	26	24	863
TSLP	4	10	4	1	3	11	16	8	19	27
TSN	1197	1406	498	616	470	83	439	428	123	2576
TSNARE1	31	117	32	44	34	4	28	18	5	78
TSNAX	872	1345	365	632	391	38	341	269	106	2543
TSNAXIP1	14	2	9	7	8	6	14	5	18	20
TSPAN1	11	1794	88	54	21	80	27	31	25	633
TSPAN10	1	3	0	0	3	0	0	1	0	4
TSPAN11	29	27	11	20	2	12	61	7	18	50
TSPAN12	822	901	215	666	42	106	142	139	62	8410
TSPAN13	1407	1093	1067	696	401	41	379	384	119	2640
TSPAN14	1660	983	958	937	519	72	419	221	154	4826
TSPAN15	241	482	58	334	166	21	120	604	44	300
TSPAN16	1	0	1	0	0	3	3	0	1	5
TSPAN17	240	217	82	79	82	18	102	136	36	253
TSPAN18	26	95	4	10	2	10	131	15	16	32
TSPAN19	0	0	2	0	0	12	7	4	3	19
TSPAN2	13	120	7	2	5	12	12	67	11	58
TSPAN3	1797	1529	1301	1833	846	115	1056	2008	240	5166
TSPAN31	618	534	175	257	122	39	252	67	51	1110
TSPAN32	0	0	0	0	0	0	1	0	1	1
TSPAN33	100	179	24	25	45	7	51	55	16	179
TSPAN4	8	15	15	5	3	3	5	10	2	19
TSPAN5	59	111	300	43	24	19	28	44	51	3179
TSPAN6	3528	3983	719	3015	1367	234	958	479	283	8723
TSPAN7	14	51	2	5	0	8	12	11	5	32
TSPAN8	144	231	0	22	59	23	11	145	11	321
TSPAN9	85	209	35	40	72	22	78	85	36	323
TSPEAR	1	0	4	3	2	9	8	4	6	4
TSPO	202	382	117	136	77	12	98	42	22	597
TSPO2	0	0	0	0	0	3	5	1	2	1
TSPY1	1	0	2	0	0	27	1	0	10	12
TSPY10	1	0	9	0	0	19	0	0	5	14
TSPY2	4	0	6	0	0	43	2	0	11	0
TSPY3	0	0	1	0	0	6	3	0	4	8
TSPY4	0	0	3	0	0	14	2	0	17	1
TSPY8	0	0	8	0	0	14	0	0	5	2
TSPYL1	2910	2825	568	954	598	139	1067	458	320	5385
TSPYL2	473	180	214	120	225	17	250	317	58	554
TSPYL4	310	234	55	186	230	32	191	183	77	540
TSPYL5	429	345	241	378	65	25	163	464	49	842
TSPYL6	0	0	2	3	2	8	11	6	14	23
TSR1	1150	1598	471	947	848	54	453	684	153	3393
TSR2	400	347	97	154	249	28	136	426	43	803
TSR3	298	297	134	139	76	13	76	80	40	609
TSSC1	197	177	67	153	154	17	78	99	30	619
TSSC4	75	87	17	35	45	4	30	15	4	71
TSSK2	0	0	1	0	0	0	9	0	2	10
TSSK3	1	0	0	9	3	4	1	4	2	5
TSSK4	4	0	1	5	1	4	5	8	8	7
TSSK6	5	2	0	1	3	1	4	4	0	18
TST	78	90	19	31	31	2	35	27	7	301
TSTA3	173	903	91	106	55	23	78	65	28	382
TSTD1	627	844	374	261	226	34	330	171	32	1034
TSTD2	690	417	100	300	349	26	347	237	73	600
TSTD3	159	41	16	66	41	11	116	21	18	59
TTBK1	0	0	6	3	3	14	9	0	7	16
TTBK2	357	183	156	177	327	43	184	155	66	768
TTC1	780	852	282	490	359	35	262	189	78	792
TTC12	393	190	118	230	105	22	184	101	61	714
TTC13	132	254	77	358	275	31	157	234	51	436
TTC14	1632	559	673	1075	912	40	777	541	180	2008
TTC16	2	0	2	1	0	3	1	3	3	4
TTC17	2530	1811	1081	1680	1345	192	1302	706	326	5865
TTC18	69	28	40	15	16	34	60	27	40	103
TTC19	1448	1796	739	974	987	54	706	292	215	3289
TTC21A	75	39	35	93	75	33	36	65	36	106
TTC21B	1005	513	389	448	493	73	335	454	121	986
TTC22	89	36	78	132	21	9	35	19	18	217
TTC23	203	214	116	93	106	39	188	59	60	558
TTC23L	34	9	9	9	17	5	8	9	26	104
TTC24	0	0	5	0	0	5	4	3	5	3
TTC25	11	9	6	5	14	13	13	16	15	27
TTC26	76	111	63	58	83	14	46	55	21	205
TTC27	379	489	175	362	413	43	258	335	48	1349
TTC28	477	134	334	478	150	63	315	133	92	1083
TTC29	2	0	10	1	0	9	24	17	18	51
TTC3	6051	6658	2510	3287	6638	308	2792	3536	624	11035
TTC30A	303	128	58	97	54	28	101	216	44	325
TTC30B	231	147	75	83	44	10	77	123	28	224
TTC31	174	99	68	134	106	15	111	93	35	332
TTC32	67	51	22	52	80	5	46	59	5	97
TTC33	374	325	152	184	243	42	161	229	45	678
TTC34	0	0	1	1	0	1	1	2	0	1
TTC36	2	5	0	2	1	0	2	5	0	4
TTC37	3477	3003	1268	1368	1892	162	1121	823	311	4473
TTC38	220	189	64	85	110	12	58	36	25	475
TTC39A	128	407	76	183	246	19	68	186	46	602
TTC39B	188	56	139	324	38	23	133	72	40	127
TTC39C	384	328	227	457	254	34	194	158	78	663
TTC4	305	286	122	160	237	28	144	93	52	481
TTC40	3	0	26	0	0	6	26	22	26	11
TTC5	239	242	107	140	77	27	136	108	37	434
TTC6	69	18	45	33	16	6	55	33	15	57
TTC7A	116	124	61	90	55	20	56	79	21	210
TTC7B	256	275	24	479	278	38	63	223	51	826
TTC8	827	484	270	411	232	30	370	355	86	1581
TTC9	122	381	141	326	26	24	39	149	47	503
TTC9B	0	0	0	0	0	0	1	0	0	0
TTC9C	189	130	61	118	102	9	93	79	32	364
TTF1	436	427	65	315	294	30	161	204	47	545
TTF2	489	260	178	656	631	56	186	386	83	606
TTI1	389	339	153	337	738	35	210	333	72	1253
TTI2	130	134	95	90	60	23	63	40	33	443
TTK	214	339	130	374	508	37	47	446	62	1226
TTL	706	715	139	332	300	56	181	516	63	679
TTLL1	66	51	30	15	33	12	33	55	20	171
TTLL10	4	4	2	0	0	1	8	19	3	3
TTLL11	33	28	9	28	22	4	23	34	9	56
TTLL12	242	488	131	221	105	11	192	162	31	870
TTLL13	5	1	3	8	1	7	7	7	12	7
TTLL2	1	0	4	0	0	9	5	8	12	18
TTLL3	128	12	35	73	36	5	36	31	13	77
TTLL4	162	87	34	138	106	30	102	97	55	311
TTLL5	657	497	218	827	507	72	467	583	151	1422
TTLL6	2	1	5	0	0	19	16	56	24	24
TTLL7	29	36	36	4	29	21	28	126	31	66
TTLL8	1	0	3	0	0	4	3	1	3	3
TTLL9	3	1	5	0	5	6	8	3	7	14
TTN	192	121	363	153	159	672	751	751	1087	1682
TTPA	0	20	5	1	4	10	5	57	9	26
TTPAL	434	406	179	229	319	42	214	187	85	1104
TTR	25	47	1	2	17	3	0	24	17	154
TTYH1	3	29	2	21	3	3	3	7	3	55
TTYH2	5	18	9	8	4	11	21	10	11	25
TTYH3	162	121	79	145	117	9	82	270	27	712
TUB	37	9	21	0	11	25	53	43	32	151
TUBA1A	119	151	5	23	67	9	56	816	31	186
TUBA1B	2359	4219	1562	1747	2974	215	774	3236	340	12954
TUBA1C	1108	2383	779	1223	1171	69	592	1808	156	3944
TUBA3C	0	0	1	0	0	7	5	169	7	5
TUBA3D	0	0	0	0	0	4	2	2	5	5
TUBA3E	0	0	2	0	0	10	4	1	4	3
TUBA4A	88	235	60	52	66	15	84	17	33	680
TUBA8	11	7	5	2	2	13	11	3	7	34
TUBAL3	3	0	3	1	1	12	6	7	4	6
TUBB	4093	5253	2766	2850	4129	188	1342	5472	587	9450
TUBB1	2	18	7	3	5	10	8	8	19	11
TUBB2A	25	90	8	28	29	4	13	110	7	55
TUBB2B	2	1	0	5	8	5	10	14	6	15
TUBB3	23	33	26	24	85	4	40	142	7	196
TUBB4A	0	1	5	0	0	4	9	6	4	8
TUBB4B	2416	3437	409	1410	1260	93	901	1364	192	5139
TUBB6	92	266	5	43	38	5	28	88	5	125
TUBB8	1	1	2	0	1	3	3	2	4	4
TUBD1	86	62	26	74	222	10	45	62	24	159
TUBE1	207	134	47	142	225	10	185	79	36	383
TUBG1	231	355	149	169	214	13	114	304	26	844
TUBG2	126	80	157	97	42	21	174	73	35	242
TUBGCP2	555	551	199	332	218	30	209	257	59	1143
TUBGCP3	289	278	135	424	276	29	162	223	68	757
TUBGCP4	215	161	103	380	207	37	89	148	60	545
TUBGCP5	443	402	224	295	403	39	254	207	91	556
TUBGCP6	348	151	122	326	180	22	252	159	44	487
TUFM	1515	1779	851	1092	1068	98	741	781	181	3390
TUFT1	733	1095	437	689	1349	51	319	1272	117	2740
TULP1	4	0	5	1	1	10	6	0	7	3
TULP2	0	0	1	2	2	6	4	2	6	5
TULP3	235	311	133	216	213	27	130	150	51	625
TULP4	1751	1586	981	971	689	113	811	908	250	5360
TUSC1	44	42	2	28	12	8	24	38	7	49
TUSC2	221	240	83	54	110	7	79	71	27	372
TUSC3	2139	2591	529	968	627	249	695	251	225	5671
TUSC5	0	0	2	0	0	2	4	3	6	3
TUT1	90	53	40	59	43	5	33	35	22	169
TWF1	5131	6176	2349	1731	2039	392	2259	1640	515	15699
TWF2	276	368	174	164	195	11	122	129	33	772
TWIST1	1	8	11	0	5	2	4	4	0	5
TWIST2	0	2	0	0	0	2	2	1	1	1
TWISTNB	486	541	259	383	416	40	232	271	76	1126
TWSG1	1031	2220	292	358	1254	39	386	654	162	3379
TXK	67	166	20	73	65	12	42	81	32	345
TXLNA	1615	1548	556	904	896	98	550	626	186	2907
TXLNB	11	9	8	0	5	25	27	36	34	55
TXLNG	529	531	239	456	450	42	309	429	59	1092
TXN	1365	2716	623	813	983	41	587	566	51	1195
TXN2	268	263	118	187	71	12	128	60	54	576
TXNDC11	354	349	106	260	362	25	175	136	80	1231
TXNDC12	835	835	243	453	568	62	375	210	113	2213
TXNDC15	553	600	202	272	219	50	234	192	58	814
TXNDC16	219	210	69	132	221	47	87	411	42	449
TXNDC17	359	456	486	102	191	26	196	118	65	1892
TXNDC2	0	0	2	0	0	9	15	2	13	12
TXNDC5	2225	2596	764	1331	1145	84	738	626	195	7012
TXNDC8	0	0	1	0	0	1	1	1	3	2
TXNDC9	524	801	251	224	196	33	252	241	48	929
TXNIP	18653	6879	12136	6571	729	947	9017	2993	1177	49134
TXNL1	1179	1678	494	775	358	77	426	267	154	2609
TXNL4A	279	388	134	164	151	40	109	61	26	644
TXNL4B	122	121	56	110	53	18	71	55	27	286
TXNRD1	353	493	696	630	438	28	243	747	50	993
TXNRD2	87	42	28	73	21	1	40	19	12	64
TXNRD3	232	275	126	77	161	20	93	156	42	331
TXNRD3NB	2	5	4	1	2	4	11	16	7	11
TYK2	252	140	61	317	252	22	183	249	41	568
TYMP	58	44	43	94	23	12	17	5	11	19
TYMS	112	181	79	317	155	16	126	313	31	473
TYR	0	0	8	0	0	8	5	10	15	20
TYRO3	482	124	48	443	89	21	55	204	66	481
